"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ANTONIO DOIDO";"0002";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202443070002";"27.871.585,00";"27.871.585,00";"27.871.585,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DE RONDONIA";"0010";"ESPIGÃO D'OESTE - RO";"Defesa nacional";"Assistência comunitária";"6111 - COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS";"202471230010";"28.000.000,00";"0,00";"0,00";"55.068.064,65";"0,00";"931.935,35";
"2024";"Emenda de Bancada";"BANCADA DE RORAIMA";"0014";"BOA VISTA - RR";"Defesa nacional";"Assistência comunitária";"6111 - COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS";"202471240014";"28.012.094,00";"0,00";"0,00";"56.024.188,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JORGE KAJURU";"0008";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202492060008";"28.110.000,00";"28.110.000,00";"28.110.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCELO CRIVELLA";"0005";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202444160005";"28.413.909,00";"4.499.973,00";"4.499.973,00";"42.431.722,00";"0,00";"5.396.150,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0007";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202471040007";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0011";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202471040011";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0003";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202471040003";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0009";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202471040009";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0004";"AMAZONAS (UF)";"Defesa nacional";"Assistência comunitária";"6111 - COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS";"202471040004";"28.812.094,00";"0,00";"0,00";"57.624.188,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0013";"MANAUS - AM";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202471040013";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO AMAZONAS";"0010";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202471040010";"28.812.094,00";"28.812.094,00";"28.812.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DE ALAGOAS";"0015";"ALAGOAS (UF)";"Transporte";"Transporte rodoviário";"3106 - TRANSPORTE RODOVIARIO";"7XZ5 - CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-424/AL-101 - DIVISA AL/SE - NA BR-349/AL";"CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-424/AL-101 - DIVISA AL/SE - NA BR-349/AL";"202471030015";"29.322.172,00";"4.011.965,77";"3.946.187,05";"49.206.348,37";"0,00";"1.545.621,53";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"OMAR AZIZ";"0001";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202437940001";"29.500.000,00";"24.500.000,00";"24.500.000,00";"5.000.000,00";"0,00";"5.000.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WELLINGTON FAGUNDES";"0014";"MÚLTIPLO";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS";"202438050014";"29.503.422,61";"14.000,00";"14.000,00";"59.074.826,25";"0,00";"1.904.018,97";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO MARINHO";"0014";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442760014";"29.583.237,00";"29.000.000,00";"29.000.000,00";"583.237,00";"0,00";"583.237,00";
"2024";"Emenda Individual - Transferências Especiais";"RENAN CALHEIROS";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202422890003";"29.585.227,00";"29.585.227,00";"29.585.227,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO DISTRITO FEDERAL";"0010";"DISTRITO FEDERAL (UF)";"Trabalho";"Empregabilidade";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20Z1 - QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES";"QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES - DESPESAS DIVERSAS";"202471080010";"29.612.094,00";"29.612.094,00";"29.612.094,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CONFUCIO MOURA";"0009";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202440920009";"29.717.425,00";"29.717.425,00";"29.717.425,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO MATO GROSSO";"0001";"MATO GROSSO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202471120001";"29.994.694,37";"6.548.830,00";"3.038.702,18";"45.874.868,17";"0,00";"8.037.116,21";
"2024";"Emenda Individual - Transferências Especiais";"OMAR AZIZ";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202437940002";"30.000.000,00";"30.000.000,00";"30.000.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"RODRIGO PACHECO";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441400004";"30.000.000,00";"30.000.000,00";"30.000.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RICARDO SILVA";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442000001";"30.000.000,00";"30.000.000,00";"30.000.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO MATO GROSSO DO SUL";"0008";"MATO GROSSO DO SUL (UF)";"Transporte";"Transporte rodoviário";"3106 - TRANSPORTE RODOVIARIO";"163Q - INTERVENCOES PARA RECUPERACAO E RESTAURACAO DE RODOVIAS FEDERAIS";"INTERVENCOES PARA RECUPERACAO E RESTAURACAO DE RODOVIAS FEDERAIS - DESPESAS DIVERSAS";"202471130008";"30.000.000,00";"30.000.000,00";"30.000.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DAMARES ALVES";"0002";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442680002";"30.426.532,00";"30.426.532,00";"30.426.532,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"OTTO ALENCAR";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202437950003";"30.500.000,00";"30.000.000,00";"30.000.000,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIS CARLOS HEINZE";"0009";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202441840009";"30.508.748,00";"28.679.063,00";"28.679.063,00";"1.829.685,00";"0,00";"1.829.685,00";
"2024";"Emenda Individual - Transferências Especiais";"NELSINHO TRAD";"0009";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441810009";"30.816.850,00";"30.816.850,00";"30.816.850,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ZEQUINHA MARINHO";"0001";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202441820001";"31.031.600,00";"31.031.600,00";"31.031.600,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GIORDANO";"0002";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442210002";"31.217.425,00";"31.217.425,00";"31.217.425,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"PROFESSORA DORINHA SEABRA";"0007";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202442750007";"31.417.420,00";"31.417.420,00";"31.417.420,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DA BAHIA";"0008";"BAHIA (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";"202471060008";"31.448.774,94";"0,00";"0,00";"62.897.549,88";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARA GABRILLI";"0011";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202440940011";"31.600.000,00";"31.600.000,00";"31.600.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ZENAIDE MAIA";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202440910002";"32.010.000,00";"32.010.000,00";"32.010.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"LUIS CARLOS HEINZE";"0008";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441840008";"32.017.350,00";"32.017.350,00";"32.017.350,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JAQUES WAGNER";"0002";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202440800002";"32.117.425,00";"32.117.425,00";"32.117.425,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO PARANA";"0009";"MÚLTIPLO";"Indústria";"Promoção industrial";"2801 - NEOINDUSTRIALIZACAO, AMBIENTE DE NEGOCIOS E PARTICIPACAO ECONOMICA INTERNACIONAL";"210E - PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL";"PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL - DESPESAS DIVERSAS";"202471170009";"32.499.458,00";"0,00";"0,00";"64.998.916,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"STYVENSON VALENTIM";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441420005";"32.774.850,00";"32.774.850,00";"32.774.850,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ASTRONAUTA MARCOS PONTES";"0004";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442650004";"33.217.426,00";"31.017.426,00";"31.017.426,00";"2.200.000,00";"0,00";"2.200.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAERCIO OLIVEIRA";"0012";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442740012";"33.221.231,00";"32.717.425,00";"32.717.425,00";"503.806,00";"0,00";"503.806,00";
"2024";"Emenda Individual - Transferências Especiais";"CARLOS FAVARO";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202442010001";"33.332.850,00";"33.332.850,00";"33.332.850,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DO MATO GROSSO";"0010";"RONDONÓPOLIS - MT";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202471120010";"33.423.534,00";"0,00";"0,00";"66.847.068,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"MECIAS DE JESUS";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202440930001";"33.500.000,00";"33.500.000,00";"33.500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"MARCELO CASTRO";"0007";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441830007";"33.517.425,00";"33.517.425,00";"33.517.425,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DE SERGIPE";"0008";"SERGIPE (UF)";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS";"202471270008";"33.525.658,80";"9.535.466,00";"9.176.507,57";"45.935.281,91";"0,00";"2.763.020,55";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WEVERTON";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202440840003";"34.110.000,00";"34.110.000,00";"34.110.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202437950001";"34.134.850,00";"34.134.850,00";"34.134.850,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDO DUEIRE";"0001";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202442520001";"34.214.850,00";"18.000.000,00";"18.000.000,00";"16.214.850,00";"0,00";"16.214.850,00";
